temperature,sound,accel_x,accel_y,accel_z
31.4645,9.4179,-9.6762,21.1709,8.7586
31.6466,9.0089,-7.98,23.1801,9.9802
29.8433,5.8124,-5.1314,14.3419,6.683
27.9744,6.7648,-9.255,23.3676,11.4169
33.496,8.3085,-6.7663,17.9261,9.9314
34.7221,5.8317,-3.5499,23.8941,10.2333
27.2299,6.9667,-5.3142,21.8917,7.4082
32.8414,8.1445,-3.4574,16.5313,10.6073
28.0293,9.6435,-3.2582,18.6433,14.7213
30.137,6.0631,-9.7285,19.0933,11.0701
30.0813,8.1671,-5.8733,16.8443,8.0963
27.7103,4.5008,-5.4082,23.1861,6.2867
30.6802,9.4208,-9.6459,19.1381,8.8202
33.9461,7.7949,-6.9702,24.8181,10.9943
33.2865,9.3203,-4.3807,17.0339,9.0602
28.7211,4.6389,-3.7286,22.1413,14.2315
33.6287,7.5381,-6.6281,16.2829,11.0663
30.5246,6.4318,-9.9428,20.3216,8.4644
32.2791,4.9939,-9.1526,15.9209,6.5909
28.4504,8.8583,-4.6119,22.1074,11.3409
28.1954,9.8406,-9.8638,16.4741,12.3943
32.3362,4.26,-3.3336,21.8084,13.4847
29.8179,8.8354,-9.3813,23.4806,8.7766
28.674,8.5074,-8.3041,15.381,6.3487
32.817,8.2538,-6.3952,17.4664,11.7496
27.6301,5.367,-8.4016,22.8524,13.1488
28.1594,7.4755,-8.0359,24.8659,9.2398
29.0396,5.401,-9.6248,24.0114,11.134
29.9771,6.0295,-6.0362,24.5791,11.4614
34.6051,5.5527,-9.4116,16.4387,8.5426
32.1445,6.3037,-6.8358,21.4796,9.341
32.88,4.7003,-4.5657,17.8065,10.6497
28.487,5.3666,-5.7187,19.2214,6.8877
33.2794,6.5775,-4.3538,24.4247,7.5252
32.5471,6.6586,-5.1129,21.2657,10.6706
32.8167,6.492,-6.537,22.9307,13.9877
31.2282,8.7454,-3.2492,20.683,12.4003
31.7059,5.1604,-3.5046,20.7826,7.3598
29.0303,5.0451,-8.2878,16.329,10.2264
30.3877,5.0341,-6.4214,20.6691,12.5279
32.0615,5.041,-4.6323,16.1285,8.9143
29.2616,9.3876,-4.0443,18.671,6.5333
27.2972,9.0331,-6.5864,16.3581,14.6299
28.8262,9.2139,-8.2583,20.2815,7.9183
31.4395,6.268,-8.4141,24.1064,6.1937
30.3759,6.2703,-3.1139,15.9974,6.422
29.6004,5.7139,-7.4015,20.6086,13.9296
29.982,4.829,-9.1509,15.1718,12.9054
30.2312,7.7476,-6.1983,19.906,6.6136
31.3604,9.7563,-4.8864,17.5804,10.5873
34.4416,7.8803,-4.0526,16.1699,9.2346
27.308,7.3665,-5.8868,16.6351,10.8148
29.8081,9.3547,-3.72,24.6676,6.3481
28.9115,8.6639,-3.9645,22.5974,10.3588
30.4631,4.9622,-9.1275,18.5163,9.0319
32.2671,7.8991,-6.4402,15.5443,9.9765
27.4183,6.8102,-9.6192,19.9158,13.7393
31.8538,9.6476,-5.999,23.6013,12.396
32.9946,5.6836,-9.7157,23.1267,14.443
31.6658,4.2919,-5.6153,18.2466,11.9558
29.1194,6.6664,-9.2204,14.3254,12.741
32.1109,6.2693,-6.2317,23.6617,14.0545
28.4491,5.839,-3.3662,16.41,11.1081
33.9474,8.2668,-4.496,14.5831,6.3039
27.3342,7.0507,-6.8548,24.5601,8.8197
29.498,4.924,-8.3738,19.3612,6.1031
27.8608,4.5446,-4.2224,22.6934,12.3124
27.7183,6.6244,-9.3709,20.0038,7.8004
27.3847,6.6165,-4.9923,16.4291,8.0602
27.9685,5.0259,-6.9975,23.3856,9.3528
33.572,6.2016,-5.6843,16.9083,10.2227
34.7866,4.0158,-8.1892,23.4974,12.3049
33.8128,5.0892,-9.5834,18.1022,11.4311
30.0545,7.2463,-5.0703,15.229,6.5849
34.9214,4.5982,-3.5057,18.3384,10.5118
32.1532,4.8401,-8.4971,16.2351,9.2599
30.4652,8.1886,-4.677,16.0658,13.4578
31.5565,7.1302,-3.185,20.7337,14.6099
33.3918,5.9773,-6.1276,21.0564,8.3626
33.0063,6.2952,-9.2347,23.5077,9.0745
29.0455,7.2471,-4.285,20.2639,8.7296
34.7959,6.8678,-6.2954,18.1365,14.0312
30.6549,8.2493,-4.9043,15.397,9.1918
32.4064,6.2491,-9.053,15.1549,7.8308
29.5933,7.9914,-9.5025,22.9107,11.6233
31.9945,5.7316,-5.2353,22.0207,11.9931
28.5961,4.8394,-4.1371,18.4629,13.9784
31.99,6.5208,-9.3164,20.5404,11.8893
30.8881,7.8853,-3.1376,20.9199,11.6291
33.999,9.9691,-9.679,21.2071,12.8276
34.3795,6.7861,-7.3271,23.9258,8.4333
29.8633,6.1566,-6.6039,18.2919,13.0901
29.6164,5.7061,-5.5391,15.1005,7.2588
34.4889,6.9689,-7.5571,20.55,13.2951
33.968,5.4932,-6.3008,15.4094,7.1956
31.2463,6.3538,-5.9653,18.1218,10.9904
33.0919,8.9178,-5.6995,23.0236,11.6916
27.0213,7.518,-9.816,19.1798,6.1368
30.4346,6.6913,-6.006,17.673,11.6893
32.6204,9.1737,-8.634,15.1993,13.4277
28.515,8.2145,-3.7789,18.934,6.9945
33.4319,7.8843,-7.8747,17.7798,11.3747
34.6713,9.1616,-5.6369,17.0153,14.3628
30.6762,6.0177,-6.4173,22.3304,7.0731
33.3909,8.3653,-8.6048,14.9834,12.4551
32.0254,5.879,-5.5669,21.1774,6.9461
29.3828,4.9396,-3.3203,15.0088,14.674
33.4872,6.542,-9.5203,16.5823,14.6781
27.5292,8.7589,-6.7636,20.9948,11.261
34.8094,4.5273,-6.7438,21.7266,13.2848
28.2406,8.2332,-8.2265,14.6259,6.2634
33.6459,7.1552,-9.8312,18.7756,8.0277
31.9978,8.8469,-6.4634,19.6388,14.576
30.3742,4.0777,-5.8121,22.5316,6.7871
29.1117,5.8557,-6.3362,18.2019,10.9388
28.3662,8.5446,-6.0665,19.6183,9.0877
29.5288,5.2037,-5.5943,18.2664,12.7997
32.1653,5.1546,-5.4484,20.4419,13.9555
31.476,5.6017,-4.5502,15.8724,6.8257
33.1213,8.5378,-8.6379,15.3858,13.4965
29.2406,8.4772,-8.9866,16.0151,13.1589
27.6668,4.3905,-3.3191,14.0206,8.5102
29.7743,9.6185,-3.3556,14.0672,10.7098
27.01,7.2444,-4.8007,14.7199,9.3452
30.7659,6.1007,-7.8905,21.5369,7.9756
29.8409,7.5537,-9.17,17.8665,13.449
28.4256,4.6255,-8.9449,19.4792,13.1234
31.8155,7.5313,-4.8579,21.742,11.525
29.1997,4.5734,-4.9975,19.2544,13.7195
29.4089,5.1536,-5.9754,20.0362,12.7315
28.8972,8.2043,-8.7955,18.2886,13.4385
28.5953,6.6484,-8.6253,21.735,10.3402
28.3904,9.8281,-3.4936,23.7207,10.1651
30.0247,6.9648,-9.3947,16.4071,12.2817
34.4478,6.755,-6.9087,18.0836,7.7361
31.1469,4.4535,-7.9056,20.2951,13.1262
33.9717,7.3202,-9.0905,24.6519,6.0422
32.1859,6.9263,-3.143,14.4149,8.7039
28.0302,4.1643,-5.8075,15.3147,9.2827
30.7822,8.256,-7.449,23.5182,14.6867
34.654,7.5276,-8.8156,18.3066,13.2773
28.5647,6.3127,-8.6817,19.4141,9.9799
32.0475,4.0978,-7.2182,24.3251,8.1331
30.4601,6.3794,-6.8293,23.9942,13.8237
34.2746,6.333,-9.731,19.7083,8.6624
28.2341,7.4677,-5.5707,24.8509,10.0986
30.3371,6.4954,-8.4157,19.9895,11.5429
28.1648,7.3463,-7.616,17.4179,6.3656
31.3701,4.631,-9.1229,21.6537,6.4294
33.4367,5.9386,-6.8471,24.5304,13.7147
29.8513,6.2427,-3.4438,22.852,7.3079
30.1501,5.4461,-4.7338,18.0306,8.7145
29.4007,6.3604,-8.7422,23.178,6.9244
30.1154,8.6572,-3.5488,18.651,6.5073
31.1821,6.8811,-8.0616,17.3605,13.1724
27.4536,4.1397,-8.6424,17.3256,7.4199
31.8665,6.8908,-6.2204,17.9631,9.1644
34.4335,9.2115,-5.0117,20.2398,14.8109
29.1873,6.2365,-9.2463,18.2453,13.3775
28.0059,9.5629,-8.5779,16.031,6.336
34.7485,6.9505,-5.4802,17.8417,14.2363
27.3649,9.9624,-3.3231,15.6001,14.2467
27.8042,7.0577,-4.1206,24.0762,12.1685
34.4009,8.8592,-7.4251,19.0437,8.3702
28.658,9.0415,-5.2392,16.0195,10.9898
27.1385,9.4176,-3.4505,15.9988,11.1193
34.9952,8.2168,-7.1556,14.8457,13.0759
27.385,5.1025,-9.1772,21.0182,11.8185
28.0117,7.0116,-4.2566,14.0148,14.5519
31.4859,6.9345,-8.5513,20.5956,9.5114
30.1214,8.574,-9.0719,19.9924,10.6406
33.9593,6.693,-3.9616,24.275,10.6015
34.5515,4.947,-7.9821,24.4014,7.5876
31.9803,6.4475,-5.8847,19.2571,6.3129
30.7189,6.698,-9.4344,16.7561,12.0605
31.9214,7.5276,-4.7284,23.7154,10.6705
30.9662,7.5106,-9.2085,16.777,11.3018
27.2105,4.8004,-7.152,16.0503,7.3251
33.0363,9.0536,-7.2667,15.5326,8.9403
27.4178,6.9354,-8.7288,24.8327,12.4264
27.7141,7.4145,-3.5092,24.1278,13.6787
28.9946,7.1815,-5.749,17.7398,9.6196
33.5874,7.5776,-5.5483,19.9875,6.0408
34.803,9.9721,-6.7575,20.2831,6.6534
34.8313,5.5511,-8.6685,23.0556,8.9849
29.7775,4.6888,-7.855,20.9353,8.7687
27.0289,4.7899,-9.7663,21.6432,13.0167
30.4005,5.2505,-8.4479,22.5881,6.0922
32.2013,6.8781,-8.9498,14.2489,8.1185
33.4364,6.9933,-5.659,22.1565,9.9143
30.934,4.5374,-6.4107,19.2205,9.0475
32.4437,4.166,-4.3565,23.4592,8.6659
29.8638,9.5283,-9.0407,21.2317,6.9201
29.7787,7.8927,-5.2183,24.8622,6.2038
34.0456,6.1574,-7.0893,15.3028,6.7611
32.7292,9.5248,-6.6348,20.3604,7.412
33.4149,4.3547,-6.481,20.8929,8.0806
30.0487,4.6353,-9.5785,14.8103,13.5257
32.1965,7.3735,-3.12,16.1537,11.4904
34.3564,9.1621,-4.1731,24.2662,6.5161
28.9701,9.78,-8.0745,19.7403,8.6468
29.8581,6.5296,-7.9571,22.1715,8.5189
31.818,6.1078,-5.8602,21.2249,9.493
32.5795,6.2415,-4.5048,19.5398,8.7188
32.3841,5.1839,-3.381,23.5754,8.3391
30.9438,9.1928,-6.0986,21.6161,13.8888
27.3294,8.4989,-6.9415,16.6571,12.6992
30.1248,6.6077,-9.447,24.0408,6.9228
30.1344,8.2776,-7.9728,21.6172,13.9633
32.9145,5.794,-8.4204,18.7226,9.5546
29.5562,6.7972,-5.4952,15.6909,12.3643
28.4656,9.3167,-9.7148,15.2741,7.0134
30.411,6.9142,-3.1931,24.4899,14.1715
32.126,5.5363,-4.2121,20.2122,13.0932
32.3839,4.7574,-3.5204,24.8887,6.9973
31.9907,9.6224,-8.9149,23.1655,12.5383
31.248,7.7044,-9.4926,20.1379,8.9613
30.4142,5.1738,-8.2733,20.1387,7.5054
34.7169,4.6971,-4.9921,21.549,10.9514
34.8933,4.7532,-9.1173,24.632,8.4001
28.6837,6.0437,-7.4306,19.8892,8.0156
30.2312,7.0798,-8.3567,19.1123,9.6232
29.2862,4.2567,-6.5547,14.5186,6.6378
32.5665,9.1277,-8.3941,21.2733,6.9113
34.8026,5.978,-8.8361,16.8271,14.3013
30.6564,9.798,-7.4646,17.809,11.8539
31.5707,8.6186,-3.4446,16.6133,7.2823
29.5789,7.6575,-8.7551,20.3376,9.2635
34.0296,5.6935,-7.904,15.5253,14.4044
34.1589,8.9819,-4.3294,19.834,12.4455
30.7251,4.1808,-3.451,16.9703,11.9395
31.0741,4.6148,-5.0593,17.69,10.0206
28.3377,9.3075,-3.6945,14.8513,9.4314
30.3881,9.3174,-6.9657,24.387,6.0101
27.9206,7.4859,-6.1742,23.4465,6.8753
34.261,7.7962,-8.9821,14.1124,6.3975
29.4056,6.1541,-3.6365,19.337,13.8784
31.8532,8.93,-7.4909,18.4134,9.2778
32.1002,9.7165,-9.3184,20.8947,6.5789
32.3396,9.4325,-9.7489,20.118,8.9079
28.2334,7.9156,-6.2315,18.4302,7.1057
28.9521,9.2258,-8.0939,19.506,8.7184
28.3407,8.4082,-7.1125,22.5538,10.2249
34.4657,7.3999,-3.6951,17.3792,13.9666
27.1669,9.7164,-7.1648,16.188,9.4243
27.884,5.7417,-7.5142,17.2218,8.305
31.1213,6.1302,-9.7258,14.5526,9.3987
32.5976,9.0268,-6.6093,23.964,10.8437
30.3341,5.8907,-7.4571,20.6395,10.8343
34.4835,9.0568,-9.4041,20.9959,12.7955
30.9151,8.6227,-9.0154,18.4435,10.2458
33.5212,8.99,-4.7609,23.2227,14.8225
34.8238,7.0167,-9.1858,14.8377,14.454
32.699,4.1838,-3.5604,20.7135,12.0573
27.4698,5.4251,-9.8823,14.5976,7.9107
31.0083,8.0586,-4.8653,16.0014,10.7472
28.806,7.7382,-5.8908,22.9638,6.207
28.1973,9.6169,-8.3387,22.4259,12.4291
34.8944,5.0398,-5.6426,24.0391,9.7434
27.9845,5.855,-6.4257,16.4258,8.0011
34.2486,4.5381,-3.6354,14.3429,7.3596
32.6095,5.9669,-5.5911,21.3625,12.6806
27.5302,5.697,-4.7418,24.9284,7.6885
30.4291,7.445,-5.4667,20.1298,9.4491
32.1497,7.8513,-9.2465,20.4562,14.6157
33.7922,8.8439,-9.7655,23.5855,12.8362
28.6489,5.305,-5.5928,20.7828,11.5865
27.3683,6.7852,-4.8386,23.7283,8.6258
29.3238,6.5518,-9.7942,17.2926,12.1892
34.7677,4.3701,-4.3009,24.8599,9.7058
33.266,6.8229,-4.0202,19.5762,10.1377
31.1819,4.7997,-4.7959,23.0885,9.2723
30.6871,5.0786,-5.4756,20.2559,8.784
29.5505,9.7088,-9.4192,21.8487,10.508
34.8276,7.5769,-6.7556,23.0234,9.4619
32.2153,4.0834,-8.9944,20.6844,10.3267
34.2945,4.0943,-7.8506,20.2172,10.2948
28.1696,5.8819,-5.0525,19.9824,8.2966
29.3795,6.0849,-7.9701,14.8016,9.4361
34.3785,4.9356,-4.5845,24.1676,10.7226
29.3316,5.2355,-8.9525,14.3873,8.4686
29.1278,8.5283,-3.8592,17.6868,12.5187
32.9605,8.995,-7.5612,23.22,8.2305
34.7608,7.2812,-4.3746,23.8866,6.7525
27.2544,7.4576,-4.7368,15.2842,6.6865
33.6208,6.3476,-4.6575,16.7588,12.9542
28.4492,4.7579,-4.3372,14.7321,10.8311
30.5241,8.9988,-3.1602,14.3169,6.3122
29.269,9.5137,-4.7074,14.8489,9.0873
33.0437,7.2962,-7.0381,22.0067,10.7982
32.2121,4.1469,-5.0071,20.2357,14.4316
31.6328,5.4405,-3.5159,23.7736,9.4024
34.851,8.2187,-6.22,17.3521,10.963
29.2438,5.3034,-5.4032,19.6984,14.9858
27.657,4.353,-3.8527,24.9778,13.897
32.0249,7.6015,-9.8199,16.2782,9.3164
27.4619,4.0617,-4.0613,18.1274,11.4263
31.3264,9.3459,-4.8662,24.69,12.051
31.4351,5.4962,-4.1907,21.8315,9.6152
27.1384,4.5742,-3.5802,14.1968,8.9002
31.0946,8.8899,-7.7527,20.6155,13.2814
34.0318,6.6843,-9.6722,14.7153,13.5685
29.9834,4.1696,-7.0295,21.6469,12.7011
31.763,8.4111,-7.6127,17.0469,6.7845
31.0393,4.7795,-6.3246,21.2231,7.0471
30.0251,6.2298,-6.9899,21.1647,13.9108
33.4703,7.5823,-4.9004,21.9445,12.9459
29.3696,4.1509,-5.5663,15.895,10.5673
27.6768,5.7821,-5.1121,24.3675,12.6237
27.7562,5.1741,-7.7236,18.1896,13.2781
31.9112,9.8628,-4.8726,15.2459,10.9969
30.5757,8.6058,-9.2053,16.1754,13.9377
30.7807,6.2611,-5.4077,16.4377,7.942
27.7718,6.0822,-9.9248,14.1543,12.9458
29.392,4.5156,-6.9085,24.982,13.3975
28.2268,5.2057,-5.0433,14.691,14.2128
30.297,6.3882,-6.5315,20.817,8.7187
29.9719,8.8911,-8.1025,15.2425,10.411
31.8273,8.3964,-3.8857,17.3725,10.2385
34.7366,8.799,-3.6914,16.1159,9.3884
31.8918,5.2316,-7.7356,17.4652,11.9246
30.2138,8.5403,-4.7744,21.4198,9.5254
31.3428,9.3073,-3.4858,24.9528,13.0084
27.5935,8.9144,-7.9592,19.8166,10.9862
28.5924,9.8335,-6.4202,18.3298,9.6516
34.1528,6.9366,-4.2896,20.9921,8.8765
28.9729,8.2905,-6.4539,19.7699,8.938
29.7554,5.2026,-5.2632,18.5371,13.1107
34.6833,5.9244,-6.2462,24.361,10.8015
33.1492,9.8904,-6.4533,21.1119,11.3063
32.8292,5.7551,-3.6811,14.2406,12.0432
33.8422,8.2588,-7.7213,16.4931,8.2372
32.6701,8.9218,-5.1007,14.5838,14.2816
31.9941,9.0572,-3.1035,15.693,8.5155
28.1853,8.0944,-9.0154,18.088,6.3452
33.7521,7.7915,-7.6969,24.6326,12.6954
28.2184,7.2714,-5.0354,22.0547,6.3676
27.6873,8.7459,-6.9883,16.3775,11.1431
27.6271,6.8024,-9.2214,18.241,13.5289
29.0934,6.8556,-9.1001,22.4834,10.4047
32.4879,5.3627,-6.027,24.1654,14.9219
31.1564,5.6386,-9.7238,20.9904,9.2567
27.7482,4.4765,-8.7078,17.2969,8.687
32.8566,9.6317,-8.0913,19.2747,9.9543
31.3495,4.0272,-3.1876,16.8341,6.939
28.3187,5.1926,-9.9531,24.894,7.7698
34.1377,6.3992,-5.4763,21.8389,14.3938
32.5992,5.7945,-9.7685,17.5238,9.6612
33.9417,5.4627,-5.8594,24.442,7.5635
32.095,9.231,-9.9227,22.6868,13.1226
31.3396,8.3317,-7.5254,15.0204,8.994
33.7427,4.8623,-5.6672,22.7298,6.0021
28.0044,4.2747,-4.068,23.3635,11.9363
29.5567,9.1866,-5.6046,15.0564,6.3959
33.5121,5.926,-4.8314,19.8092,6.656
28.6734,5.4581,-5.8108,22.9036,7.1022
31.3305,4.6698,-5.6828,23.2177,11.7735
27.1062,9.9328,-3.2565,22.0262,13.6798
34.77,8.2588,-7.8877,24.7864,9.5052
29.6469,7.6517,-8.981,20.1094,11.888
34.9399,6.2364,-9.7951,14.0311,6.7201
27.5963,5.7912,-4.4648,19.0325,8.2923
34.9844,8.2577,-9.7353,18.8181,11.1582
32.8355,4.778,-7.9883,23.2383,9.5655
34.643,5.6113,-7.1997,17.5119,9.9823
32.5574,8.1718,-9.0745,19.9019,11.9546
34.7707,5.9651,-7.6226,14.4742,12.185
29.9274,9.3723,-8.2606,15.4901,7.66
34.7274,8.9848,-5.6092,18.9618,8.1504
34.5728,4.0029,-5.768,16.4278,13.7986
33.391,5.2003,-6.6412,14.7241,11.3292
28.9493,6.0069,-7.4487,17.9213,8.1856
34.8312,4.3136,-3.665,14.995,9.7065
30.5732,7.6274,-3.2508,19.8065,6.6694
29.3246,8.0938,-8.3785,22.4107,13.2102
31.2849,6.9759,-8.5245,17.6957,9.4938
27.5171,9.4032,-5.9767,20.1579,13.3751
31.559,5.5391,-3.5101,17.3795,10.9587
30.3597,7.0125,-7.8767,22.6737,9.5495
33.8174,8.4268,-7.9561,24.9857,11.7757
28.9888,4.5369,-5.8093,19.9502,12.9362
32.6936,6.157,-8.0676,21.0676,13.7168
31.5443,9.9802,-8.3834,17.3675,11.106
34.1375,8.2751,-5.6898,15.6629,9.9692
33.2003,9.9897,-4.2308,23.6458,8.7784
34.198,6.6088,-8.2984,20.2467,6.4075
30.2075,6.9266,-7.5678,14.5489,9.3649
33.8972,8.3102,-6.069,22.3412,12.6365
32.8619,8.7089,-3.925,19.8569,13.0982
27.1323,4.2031,-9.5723,16.6549,11.5072
34.8657,4.6738,-3.3705,22.9736,10.0735
27.9882,9.402,-5.8073,17.3081,14.3404
27.3056,6.2105,-4.7497,14.9516,11.197
34.0218,5.3523,-9.7007,22.0355,12.6277
28.9511,4.7436,-3.3378,18.6944,10.5047
33.5231,4.3384,-3.9186,22.37,6.1054
33.1085,6.6548,-5.4281,14.6761,7.3085
32.561,7.627,-7.4062,14.844,12.0841
27.1862,8.8596,-5.6454,20.4324,7.1649
32.2405,8.1689,-6.6327,22.7567,9.5821
29.4495,5.3994,-3.3397,24.9403,13.2745
31.048,5.6121,-4.3579,21.8486,13.3247
32.0476,5.5746,-7.594,16.3173,11.2423
32.3108,4.9481,-6.3397,15.0415,11.5948
29.1917,8.4422,-3.6969,18.7934,11.5293
32.439,6.8818,-6.5336,18.7985,6.7176
34.5921,8.6499,-8.3544,17.6309,14.4179
29.4274,9.7386,-5.3116,20.7657,14.3115
28.0747,5.269,-6.7145,24.0035,12.4957
28.5907,6.6405,-3.7673,18.9856,10.0593
30.9534,4.295,-9.4688,24.775,14.0233
30.5543,5.3623,-6.8837,19.1766,7.5875
27.8202,4.7621,-5.74,23.4844,7.5319
31.5891,5.8253,-8.3234,18.8093,14.7319
33.1986,6.753,-4.5607,14.4246,11.6931
32.2861,7.6596,-3.9872,20.4833,12.6679
30.4185,5.9635,-4.9083,21.1006,14.6083
28.646,9.4093,-6.5205,21.9609,8.9126
27.8498,9.8987,-6.8748,19.0348,8.6226
34.9253,7.9239,-9.7475,20.5583,12.464
34.134,5.5363,-8.8137,15.0529,10.9714
31.1346,9.6942,-3.7004,21.0691,7.0249
34.1698,7.4935,-3.8292,17.3846,9.4003
34.3683,4.3237,-3.6846,21.6231,10.5491
31.0889,4.0408,-4.2357,23.1817,6.1678
27.78,7.6786,-6.6502,16.479,14.6956
34.5624,9.4265,-7.8341,17.0226,10.8581
28.4856,8.9674,-7.1655,24.0292,10.6874
30.3071,9.123,-6.4242,14.9006,8.4004
30.5634,6.2474,-5.8267,24.4809,12.737
29.1668,4.6395,-7.2881,14.3266,7.7972
32.4421,4.7132,-3.8693,15.8015,10.4222
33.2154,6.697,-7.5065,24.5552,11.1385
30.5629,5.821,-8.9595,14.7037,12.561
29.0062,9.9117,-4.4937,18.2253,10.6042
29.7366,8.0459,-9.1129,20.9517,9.3401
30.5843,5.6286,-7.4068,21.9715,11.0262
30.0792,8.0441,-9.2067,22.9601,13.3543
28.1266,8.7203,-7.9533,14.1139,14.0768
34.2967,5.5379,-8.6547,14.8277,13.7542
33.9047,8.524,-4.4488,14.9615,8.6331
29.9969,8.0054,-7.6293,16.2604,11.2276
30.4455,5.9441,-7.5388,15.1833,11.6344
32.077,9.56,-7.2131,23.6682,6.8051
33.5825,6.0788,-4.5324,17.1976,12.5534
33.9991,4.0356,-9.7169,20.7131,12.9719
29.2831,5.1595,-5.3981,22.7951,13.9959
32.1087,4.4178,-5.5794,16.88,11.4469
34.8877,7.136,-7.3196,18.4828,7.5807
28.9131,5.0196,-4.5661,23.5181,9.6003
28.1579,9.6139,-7.5194,15.3878,14.4053
27.8197,7.6739,-5.4546,23.6482,12.0123
27.5249,5.7973,-5.6274,18.2911,10.8481
31.3301,6.8091,-8.7837,15.121,9.4409
32.8469,6.2613,-9.9044,22.6427,12.3239
31.3436,5.5638,-7.1842,15.5147,13.8137
29.3496,5.6054,-9.9349,16.7608,6.5759
27.0489,8.5578,-5.4114,20.7222,11.9374
29.0282,8.3643,-4.0351,22.4153,9.5665
32.6799,7.8945,-5.8477,14.1216,8.6155
32.6087,6.2713,-6.2627,19.2648,11.6126
31.6479,8.1118,-9.6365,17.8436,13.5918
30.764,5.9635,-8.3169,15.553,6.8449
28.8119,7.6571,-8.6993,21.773,6.2556
28.611,4.8328,-6.6756,23.3904,10.6199
34.5263,5.2675,-9.7514,17.0762,7.7296
29.1272,9.0579,-8.583,15.0181,14.7278
30.2759,7.5209,-9.3886,24.3157,9.8158
29.0833,4.7663,-5.1734,23.0298,11.5405
34.4999,6.2252,-3.7808,22.4527,13.6737
34.4585,4.2107,-6.5873,24.9914,10.399
30.0974,7.0087,-5.0431,18.1996,11.46
33.7005,8.4202,-6.8658,23.7877,6.0949
27.3245,4.4155,-4.9014,21.5648,13.5874
30.6959,7.8556,-5.4265,14.4772,8.4046
28.5737,6.7181,-4.4379,22.6177,11.0304
27.0377,7.9472,-4.4848,23.7935,14.9024
30.7867,7.4867,-6.5611,20.219,14.1578
27.5009,7.8394,-6.2541,18.5193,11.7548
29.0962,6.5496,-5.3299,20.3302,8.2886
32.3513,9.0386,-9.2587,19.5491,8.5167
28.9356,6.3015,-9.5687,15.7882,13.6355
32.582,7.9583,-3.6504,19.9059,13.0324
34.1219,9.8879,-9.262,17.2782,6.3416
29.5072,9.9572,-8.195,18.7601,13.0355
27.3937,8.4288,-8.3433,19.548,12.8665
27.3015,6.4943,-7.6499,22.5836,12.0772
32.5476,6.1177,-6.3151,22.2243,8.7542
30.4082,6.2672,-4.0251,21.4422,7.5794
30.6529,9.8049,-3.1277,22.6368,8.8177
28.6546,8.9501,-8.5187,20.6621,12.5058
